id,listing_url,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_value
935855,https://www.airbnb.com/rooms/935855,3.0,3.0,$325.00,6,5.0,5.0,5.0
936349,https://www.airbnb.com/rooms/936349,1.0,1.0,$130.00,41,4.85,4.85,4.78
937157,https://www.airbnb.com/rooms/937157,3.0,3.0,$363.00,99,4.89,4.91,4.93
939240,https://www.airbnb.com/rooms/939240,1.0,1.0,$165.00,54,4.87,4.96,4.74
942734,https://www.airbnb.com/rooms/942734,2.0,3.0,$1000.00,7,5.0,5.0,4.86
942843,https://www.airbnb.com/rooms/942843,3.0,3.0,$225.00,1,0.0,,
942883,https://www.airbnb.com/rooms/942883,1.0,1.0,$99.00,196,4.85,4.89,4.78
944957,https://www.airbnb.com/rooms/944957,5.0,6.0,$565.00,17,4.6,4.8,4.53
946813,https://www.airbnb.com/rooms/946813,2.0,2.0,$399.00,0,,,
947412,https://www.airbnb.com/rooms/947412,3.0,4.0,$198.00,55,4.76,4.73,4.69
947423,https://www.airbnb.com/rooms/947423,1.0,1.0,$250.00,0,,,
949922,https://www.airbnb.com/rooms/949922,1.0,1.0,$86.00,1099,4.89,4.93,4.89
951272,https://www.airbnb.com/rooms/951272,,1.0,$128.00,989,4.74,4.86,4.73
953071,https://www.airbnb.com/rooms/953071,1.0,1.0,$114.00,78,4.67,4.75,4.71
954116,https://www.airbnb.com/rooms/954116,1.0,1.0,$204.00,238,4.88,4.92,4.75
955612,https://www.airbnb.com/rooms/955612,3.0,5.0,$241.00,158,4.94,4.95,4.92
956708,https://www.airbnb.com/rooms/956708,1.0,1.0,$75.00,12,4.9,5.0,4.7
957282,https://www.airbnb.com/rooms/957282,5.0,5.0,$1571.00,14,4.93,5.0,4.86
957405,https://www.airbnb.com/rooms/957405,1.0,1.0,$350.00,0,,,
959270,https://www.airbnb.com/rooms/959270,1.0,1.0,$95.00,286,4.89,4.84,4.8
959630,https://www.airbnb.com/rooms/959630,1.0,1.0,$246.00,169,4.98,4.99,4.89
960315,https://www.airbnb.com/rooms/960315,5.0,5.0,$377.00,209,4.86,4.8,4.8
960376,https://www.airbnb.com/rooms/960376,1.0,1.0,$49.00,9,4.89,5.0,4.89
961883,https://www.airbnb.com/rooms/961883,1.0,3.0,$750.00,414,4.76,4.87,4.69
967451,https://www.airbnb.com/rooms/967451,1.0,1.0,$131.00,24,4.83,4.88,4.75
968817,https://www.airbnb.com/rooms/968817,,16.0,$20.00,26,4.88,4.88,4.8
968844,https://www.airbnb.com/rooms/968844,2.0,2.0,$226.00,101,4.96,4.96,4.91
968883,https://www.airbnb.com/rooms/968883,1.0,1.0,$178.00,34,4.64,4.79,4.7
974793,https://www.airbnb.com/rooms/974793,2.0,2.0,$1000.00,10,4.6,4.5,4.4
977492,https://www.airbnb.com/rooms/977492,1.0,1.0,$110.00,584,4.9,4.95,4.8
977906,https://www.airbnb.com/rooms/977906,1.0,1.0,$115.00,9,4.89,4.89,4.67
978089,https://www.airbnb.com/rooms/978089,1.0,,$200.00,1,5.0,5.0,5.0
979637,https://www.airbnb.com/rooms/979637,3.0,4.0,$330.00,4,4.5,4.75,4.25
980785,https://www.airbnb.com/rooms/980785,1.0,1.0,$350.00,0,,,
985426,https://www.airbnb.com/rooms/985426,1.0,1.0,$44.00,27,4.96,4.93,4.85
996332,https://www.airbnb.com/rooms/996332,1.0,1.0,$96.00,200,4.96,4.98,4.93
999823,https://www.airbnb.com/rooms/999823,1.0,2.0,$198.00,345,4.94,4.91,4.87
1001303,https://www.airbnb.com/rooms/1001303,3.0,3.0,$363.00,81,4.99,4.95,4.95
1001673,https://www.airbnb.com/rooms/1001673,1.0,1.0,$86.00,28,4.86,4.93,4.74
1024597,https://www.airbnb.com/rooms/1024597,1.0,1.0,$149.00,89,4.84,4.85,4.74
1034604,https://www.airbnb.com/rooms/1034604,5.0,5.0,$1321.00,20,5.0,4.95,4.68
1059128,https://www.airbnb.com/rooms/1059128,3.0,4.0,$242.00,195,4.51,4.49,4.58
1109489,https://www.airbnb.com/rooms/1109489,1.0,1.0,$307.00,208,4.95,4.99,4.9
1126920,https://www.airbnb.com/rooms/1126920,4.0,2.0,$426.00,287,4.98,4.97,4.88
1135629,https://www.airbnb.com/rooms/1135629,4.0,4.0,$1224.00,6,4.83,4.8,4.4
1141445,https://www.airbnb.com/rooms/1141445,1.0,1.0,$72.00,24,4.92,4.83,4.87
1143126,https://www.airbnb.com/rooms/1143126,2.0,2.0,$240.00,0,,,
1144900,https://www.airbnb.com/rooms/1144900,1.0,1.0,$64.00,4,5.0,5.0,5.0
1148536,https://www.airbnb.com/rooms/1148536,3.0,3.0,$553.00,319,4.89,4.88,4.8
1157268,https://www.airbnb.com/rooms/1157268,3.0,4.0,$691.00,211,4.65,4.72,4.61
1157317,https://www.airbnb.com/rooms/1157317,4.0,6.0,$872.00,184,4.64,4.68,4.49
1162922,https://www.airbnb.com/rooms/1162922,2.0,2.0,$432.00,207,4.57,4.72,4.55
1165854,https://www.airbnb.com/rooms/1165854,1.0,1.0,$65.00,37,4.68,4.76,4.57
1195493,https://www.airbnb.com/rooms/1195493,1.0,1.0,$127.00,190,4.96,4.94,4.95
1197928,https://www.airbnb.com/rooms/1197928,3.0,3.0,$250.00,0,,,
1213690,https://www.airbnb.com/rooms/1213690,3.0,3.0,$457.00,590,4.95,4.94,4.87
1242559,https://www.airbnb.com/rooms/1242559,2.0,3.0,$300.00,9,4.56,4.89,4.22
1248702,https://www.airbnb.com/rooms/1248702,1.0,3.0,$171.00,308,4.87,4.95,4.86
1255816,https://www.airbnb.com/rooms/1255816,1.0,1.0,$133.00,597,4.9,4.92,4.82
1265154,https://www.airbnb.com/rooms/1265154,1.0,1.0,$236.00,61,4.98,4.93,4.95
1278532,https://www.airbnb.com/rooms/1278532,1.0,1.0,$250.00,713,4.91,4.96,4.9
1284787,https://www.airbnb.com/rooms/1284787,3.0,1.0,$428.00,2,5.0,4.5,4.5
1286773,https://www.airbnb.com/rooms/1286773,1.0,2.0,$267.00,2,5.0,5.0,5.0
1296548,https://www.airbnb.com/rooms/1296548,2.0,4.0,$258.00,9,4.57,4.86,4.86
1307181,https://www.airbnb.com/rooms/1307181,2.0,2.0,$301.00,14,4.86,5.0,4.79
1317291,https://www.airbnb.com/rooms/1317291,1.0,1.0,$175.00,148,4.84,4.87,4.76
1321453,https://www.airbnb.com/rooms/1321453,1.0,1.0,$234.00,0,,,
1327668,https://www.airbnb.com/rooms/1327668,1.0,2.0,$84.00,191,4.94,4.92,4.96
1342654,https://www.airbnb.com/rooms/1342654,1.0,1.0,$114.00,177,4.76,4.9,4.78
1343707,https://www.airbnb.com/rooms/1343707,5.0,7.0,$582.00,66,4.9,4.98,4.82
1349780,https://www.airbnb.com/rooms/1349780,4.0,7.0,$499.00,47,4.91,4.96,4.78
1388265,https://www.airbnb.com/rooms/1388265,4.0,6.0,$460.00,197,4.95,4.96,4.91
1391406,https://www.airbnb.com/rooms/1391406,1.0,1.0,$104.00,35,4.97,4.97,4.91
1397983,https://www.airbnb.com/rooms/1397983,2.0,1.0,$150.00,22,4.77,4.77,4.68
1398635,https://www.airbnb.com/rooms/1398635,,1.0,$103.00,311,4.91,4.96,4.89
1401705,https://www.airbnb.com/rooms/1401705,1.0,1.0,$46.00,270,4.9,4.93,4.89
1403668,https://www.airbnb.com/rooms/1403668,,2.0,$350.00,3,5.0,5.0,5.0
1428582,https://www.airbnb.com/rooms/1428582,5.0,13.0,$784.00,287,4.91,4.9,4.75
1440830,https://www.airbnb.com/rooms/1440830,1.0,1.0,$120.00,91,4.93,4.96,4.84
1441538,https://www.airbnb.com/rooms/1441538,4.0,4.0,$1750.00,1,5.0,5.0,5.0
1446294,https://www.airbnb.com/rooms/1446294,2.0,2.0,$150.00,0,,,
1461266,https://www.airbnb.com/rooms/1461266,1.0,1.0,$218.00,72,4.89,4.89,4.78
1462311,https://www.airbnb.com/rooms/1462311,1.0,1.0,$178.00,1084,4.94,4.93,4.89
1462557,https://www.airbnb.com/rooms/1462557,1.0,1.0,$96.00,170,4.91,4.98,4.92
1484462,https://www.airbnb.com/rooms/1484462,1.0,1.0,$115.00,300,4.96,4.94,4.92
1499714,https://www.airbnb.com/rooms/1499714,,1.0,$180.00,559,4.79,4.85,4.72
1502213,https://www.airbnb.com/rooms/1502213,,1.0,$68.00,12,4.92,5.0,4.75
1507941,https://www.airbnb.com/rooms/1507941,1.0,3.0,$185.00,132,4.97,4.97,4.91
1542596,https://www.airbnb.com/rooms/1542596,1.0,1.0,$500.00,0,,,
1542779,https://www.airbnb.com/rooms/1542779,1.0,1.0,$82.00,289,4.88,4.92,4.88
1561778,https://www.airbnb.com/rooms/1561778,3.0,4.0,$250.00,3,5.0,5.0,4.67
1570491,https://www.airbnb.com/rooms/1570491,2.0,2.0,$432.00,234,4.47,4.58,4.47
1574481,https://www.airbnb.com/rooms/1574481,2.0,2.0,$314.00,44,4.95,4.98,4.82
1576290,https://www.airbnb.com/rooms/1576290,1.0,1.0,$115.00,0,,,
1577342,https://www.airbnb.com/rooms/1577342,,1.0,$115.00,301,4.9,4.92,4.85
1578787,https://www.airbnb.com/rooms/1578787,2.0,2.0,$425.00,1,4.0,4.0,4.0
1579405,https://www.airbnb.com/rooms/1579405,3.0,2.0,$377.00,232,4.85,4.88,4.75
1586879,https://www.airbnb.com/rooms/1586879,,1.0,$175.00,0,,,
1592065,https://www.airbnb.com/rooms/1592065,1.0,1.0,$395.00,71,4.84,4.73,4.5
1593451,https://www.airbnb.com/rooms/1593451,1.0,1.0,$151.00,258,4.92,4.95,4.92
1594441,https://www.airbnb.com/rooms/1594441,2.0,3.0,$155.00,29,4.79,4.89,4.78
1599035,https://www.airbnb.com/rooms/1599035,4.0,9.0,$557.00,252,4.89,4.9,4.79
1608290,https://www.airbnb.com/rooms/1608290,3.0,4.0,$1100.00,0,,,
1608994,https://www.airbnb.com/rooms/1608994,2.0,2.0,$165.00,84,4.98,4.99,4.9
1612438,https://www.airbnb.com/rooms/1612438,2.0,3.0,$339.00,74,4.91,4.92,4.77
1618754,https://www.airbnb.com/rooms/1618754,1.0,1.0,$100.00,8,4.75,4.86,4.86
1627417,https://www.airbnb.com/rooms/1627417,2.0,2.0,$130.00,138,4.92,4.88,4.85
1640231,https://www.airbnb.com/rooms/1640231,1.0,1.0,$159.00,243,4.86,4.93,4.81
1641751,https://www.airbnb.com/rooms/1641751,2.0,3.0,$146.00,405,4.93,4.95,4.89
1649463,https://www.airbnb.com/rooms/1649463,4.0,4.0,$1650.00,0,,,
1654316,https://www.airbnb.com/rooms/1654316,2.0,2.0,$436.00,27,4.85,4.81,4.74
1664692,https://www.airbnb.com/rooms/1664692,1.0,1.0,$132.00,173,4.96,4.97,4.88
1673142,https://www.airbnb.com/rooms/1673142,5.0,6.0,$1118.00,47,4.98,4.89,4.61
1677516,https://www.airbnb.com/rooms/1677516,1.0,1.0,$48.00,16,4.88,4.88,4.94
1681072,https://www.airbnb.com/rooms/1681072,4.0,5.0,$592.00,181,4.94,4.93,4.76
1682346,https://www.airbnb.com/rooms/1682346,1.0,1.0,$257.00,17,4.81,4.87,4.73
1683574,https://www.airbnb.com/rooms/1683574,2.0,2.0,$305.00,80,4.94,4.91,4.84
1690154,https://www.airbnb.com/rooms/1690154,1.0,1.0,$170.00,88,4.92,4.98,4.89
1692542,https://www.airbnb.com/rooms/1692542,2.0,2.0,$140.00,6,5.0,5.0,4.83
1698089,https://www.airbnb.com/rooms/1698089,1.0,1.0,$140.00,49,4.9,4.92,4.75
1699415,https://www.airbnb.com/rooms/1699415,1.0,1.0,$236.00,86,4.94,4.98,4.9
1703216,https://www.airbnb.com/rooms/1703216,1.0,1.0,$296.00,131,4.98,4.97,4.87
1704436,https://www.airbnb.com/rooms/1704436,2.0,2.0,$213.00,240,4.95,4.97,4.91
1704832,https://www.airbnb.com/rooms/1704832,2.0,2.0,$400.00,15,4.73,4.79,4.64
1706466,https://www.airbnb.com/rooms/1706466,1.0,2.0,$68.00,17,4.88,4.94,4.81
1712329,https://www.airbnb.com/rooms/1712329,1.0,1.0,$300.00,0,,,
1717090,https://www.airbnb.com/rooms/1717090,2.0,2.0,$309.00,40,4.32,4.39,4.03
1720604,https://www.airbnb.com/rooms/1720604,4.0,4.0,$530.00,43,4.95,4.98,4.8
1725159,https://www.airbnb.com/rooms/1725159,2.0,2.0,$110.00,0,,,
1725964,https://www.airbnb.com/rooms/1725964,3.0,3.0,$291.00,35,4.91,4.88,4.83
1727257,https://www.airbnb.com/rooms/1727257,1.0,1.0,$119.00,72,4.94,4.88,4.81
1728927,https://www.airbnb.com/rooms/1728927,2.0,3.0,$353.00,25,4.83,4.91,4.78
1731755,https://www.airbnb.com/rooms/1731755,1.0,1.0,$106.00,10,4.9,4.8,4.9
1733137,https://www.airbnb.com/rooms/1733137,1.0,2.0,$179.00,202,4.97,4.92,4.89
1736648,https://www.airbnb.com/rooms/1736648,3.0,3.0,$469.00,220,4.57,4.66,4.56
1737139,https://www.airbnb.com/rooms/1737139,1.0,2.0,$118.00,242,4.93,4.94,4.88
1737270,https://www.airbnb.com/rooms/1737270,1.0,1.0,$59.00,238,4.67,4.78,4.8
1746957,https://www.airbnb.com/rooms/1746957,1.0,1.0,$400.00,0,,,
1751718,https://www.airbnb.com/rooms/1751718,2.0,3.0,$246.00,90,4.83,4.89,4.74
1755240,https://www.airbnb.com/rooms/1755240,4.0,5.0,$965.00,190,4.7,4.75,4.59
1781521,https://www.airbnb.com/rooms/1781521,1.0,1.0,$100.00,2,5.0,5.0,5.0
1793471,https://www.airbnb.com/rooms/1793471,3.0,3.0,$882.00,108,4.94,4.92,4.85
1795965,https://www.airbnb.com/rooms/1795965,2.0,2.0,$201.00,151,4.89,4.89,4.82
1802053,https://www.airbnb.com/rooms/1802053,4.0,7.0,$264.00,24,4.79,4.79,4.74
1803353,https://www.airbnb.com/rooms/1803353,3.0,3.0,$885.00,19,4.95,4.9,4.7
1805494,https://www.airbnb.com/rooms/1805494,,2.0,$300.00,56,4.86,4.91,4.75
1814899,https://www.airbnb.com/rooms/1814899,2.0,3.0,$650.00,7,4.83,4.67,4.4
1822588,https://www.airbnb.com/rooms/1822588,3.0,3.0,$282.00,360,4.78,4.87,4.76
1825193,https://www.airbnb.com/rooms/1825193,1.0,1.0,$89.00,35,5.0,4.97,4.91
1826078,https://www.airbnb.com/rooms/1826078,1.0,1.0,$305.00,0,,,
1827913,https://www.airbnb.com/rooms/1827913,3.0,2.0,$450.00,0,,,
1830545,https://www.airbnb.com/rooms/1830545,2.0,2.0,$194.00,51,4.82,4.9,4.76
1831035,https://www.airbnb.com/rooms/1831035,3.0,5.0,$482.00,71,4.89,4.9,4.77
1836617,https://www.airbnb.com/rooms/1836617,8.0,12.0,$2600.00,39,5.0,4.91,4.91
1843753,https://www.airbnb.com/rooms/1843753,2.0,2.0,$289.00,9,4.78,5.0,4.56
1850914,https://www.airbnb.com/rooms/1850914,1.0,1.0,$125.00,11,4.91,5.0,4.82
1854638,https://www.airbnb.com/rooms/1854638,1.0,1.0,$350.00,0,,,
1854758,https://www.airbnb.com/rooms/1854758,3.0,3.0,$236.00,5,4.8,5.0,5.0
1860352,https://www.airbnb.com/rooms/1860352,2.0,2.0,$237.00,124,4.94,4.98,4.93
1865762,https://www.airbnb.com/rooms/1865762,1.0,1.0,$155.00,0,,,
1875121,https://www.airbnb.com/rooms/1875121,1.0,2.0,$166.00,436,4.94,4.95,4.84
1880094,https://www.airbnb.com/rooms/1880094,,2.0,$125.00,803,4.94,4.98,4.9
1892933,https://www.airbnb.com/rooms/1892933,3.0,5.0,$266.00,134,4.9,4.92,4.87
1900496,https://www.airbnb.com/rooms/1900496,2.0,2.0,$800.00,0,,,
1901790,https://www.airbnb.com/rooms/1901790,1.0,5.0,$146.00,35,4.64,4.76,4.64
1906190,https://www.airbnb.com/rooms/1906190,1.0,1.0,$115.00,738,4.92,4.95,4.9
1913498,https://www.airbnb.com/rooms/1913498,1.0,2.0,$421.00,32,5.0,5.0,4.86
1919207,https://www.airbnb.com/rooms/1919207,1.0,2.0,$150.00,0,,,
1927188,https://www.airbnb.com/rooms/1927188,2.0,2.0,$400.00,3,4.67,4.33,4.33
1928538,https://www.airbnb.com/rooms/1928538,1.0,1.0,$70.00,7,3.71,3.86,3.71
1929377,https://www.airbnb.com/rooms/1929377,1.0,1.0,$52.00,54,4.98,4.98,4.98
1930750,https://www.airbnb.com/rooms/1930750,1.0,2.0,$158.00,26,4.92,4.92,4.88
1934911,https://www.airbnb.com/rooms/1934911,1.0,1.0,$72.00,109,4.76,4.93,4.79
1935282,https://www.airbnb.com/rooms/1935282,1.0,2.0,$183.00,550,4.95,4.96,4.86
1954417,https://www.airbnb.com/rooms/1954417,1.0,1.0,$50.00,158,4.96,4.92,4.9
1990225,https://www.airbnb.com/rooms/1990225,1.0,2.0,$179.00,3,3.67,3.67,4.33
1997625,https://www.airbnb.com/rooms/1997625,,1.0,$150.00,97,4.87,4.93,4.79
2010358,https://www.airbnb.com/rooms/2010358,,2.0,$142.00,397,4.83,4.88,4.72
2038344,https://www.airbnb.com/rooms/2038344,3.0,3.0,$476.00,25,4.92,5.0,4.84
2045501,https://www.airbnb.com/rooms/2045501,3.0,,$975.00,5,5.0,5.0,5.0
2048537,https://www.airbnb.com/rooms/2048537,4.0,4.0,$1121.00,71,5.0,4.99,4.94
2049254,https://www.airbnb.com/rooms/2049254,1.0,1.0,$81.00,198,4.85,4.91,4.84
2056845,https://www.airbnb.com/rooms/2056845,2.0,2.0,$375.00,19,4.95,5.0,4.74
2057533,https://www.airbnb.com/rooms/2057533,1.0,1.0,$123.00,3,4.67,5.0,4.67
2098455,https://www.airbnb.com/rooms/2098455,2.0,3.0,$239.00,101,4.8,4.82,4.76
2104280,https://www.airbnb.com/rooms/2104280,3.0,5.0,$402.00,97,4.82,4.96,4.85
2124726,https://www.airbnb.com/rooms/2124726,4.0,7.0,$771.00,57,4.95,4.96,4.75
2126912,https://www.airbnb.com/rooms/2126912,3.0,3.0,$590.00,2,5.0,5.0,5.0
2130032,https://www.airbnb.com/rooms/2130032,2.0,3.0,$237.00,72,4.54,4.63,4.65
2138690,https://www.airbnb.com/rooms/2138690,1.0,1.0,$50.00,49,4.98,4.9,4.98
2138750,https://www.airbnb.com/rooms/2138750,6.0,6.0,$385.00,18,5.0,5.0,5.0
2139352,https://www.airbnb.com/rooms/2139352,2.0,3.0,$293.00,20,4.58,4.84,4.47
2141987,https://www.airbnb.com/rooms/2141987,3.0,3.0,$2286.00,3,5.0,4.67,5.0
2149362,https://www.airbnb.com/rooms/2149362,1.0,1.0,$100.00,1,5.0,5.0,5.0
2168813,https://www.airbnb.com/rooms/2168813,3.0,3.0,$575.00,21,4.9,4.81,4.76
2174970,https://www.airbnb.com/rooms/2174970,4.0,6.0,$529.00,318,4.91,4.96,4.82
2183136,https://www.airbnb.com/rooms/2183136,4.0,4.0,$5000.00,0,,,
2187256,https://www.airbnb.com/rooms/2187256,1.0,2.0,$95.00,26,4.96,5.0,4.92
2189688,https://www.airbnb.com/rooms/2189688,1.0,2.0,$419.00,1,5.0,5.0,5.0
2198635,https://www.airbnb.com/rooms/2198635,2.0,3.0,$207.00,76,4.91,4.91,4.75
2200205,https://www.airbnb.com/rooms/2200205,1.0,1.0,$144.00,176,4.91,4.93,4.88
2208270,https://www.airbnb.com/rooms/2208270,2.0,2.0,$206.00,184,4.98,4.96,4.94
2223634,https://www.airbnb.com/rooms/2223634,2.0,2.0,$251.00,301,4.91,4.95,4.81
2227127,https://www.airbnb.com/rooms/2227127,2.0,3.0,$355.00,11,5.0,5.0,4.73
2227221,https://www.airbnb.com/rooms/2227221,6.0,6.0,$3833.00,2,5.0,5.0,4.5
2227288,https://www.airbnb.com/rooms/2227288,1.0,1.0,$102.00,2,4.5,5.0,5.0
2227564,https://www.airbnb.com/rooms/2227564,1.0,1.0,$700.00,0,,,
2231056,https://www.airbnb.com/rooms/2231056,1.0,1.0,$101.00,178,4.96,4.98,4.91
2236988,https://www.airbnb.com/rooms/2236988,5.0,7.0,$1200.00,5,4.8,4.6,5.0
2248559,https://www.airbnb.com/rooms/2248559,4.0,6.0,$311.00,145,4.93,4.97,4.91
2250253,https://www.airbnb.com/rooms/2250253,2.0,3.0,$200.00,1,5.0,5.0,5.0
2254118,https://www.airbnb.com/rooms/2254118,3.0,3.0,$154.00,9,5.0,5.0,5.0
2254712,https://www.airbnb.com/rooms/2254712,2.0,2.0,$214.00,514,4.99,4.98,4.92
2266768,https://www.airbnb.com/rooms/2266768,1.0,1.0,$105.00,751,4.84,4.87,4.75
2272446,https://www.airbnb.com/rooms/2272446,,1.0,$500.00,0,,,
2273233,https://www.airbnb.com/rooms/2273233,1.0,1.0,$174.00,68,4.94,4.96,4.84
2273498,https://www.airbnb.com/rooms/2273498,2.0,2.0,$441.00,183,4.66,4.71,4.63
2277691,https://www.airbnb.com/rooms/2277691,3.0,2.0,$400.00,2,5.0,5.0,4.5
2282208,https://www.airbnb.com/rooms/2282208,3.0,3.0,$459.00,52,4.87,4.86,4.79
2292322,https://www.airbnb.com/rooms/2292322,1.0,2.0,$167.00,301,4.82,4.85,4.78
2292679,https://www.airbnb.com/rooms/2292679,2.0,2.0,$400.00,3,5.0,5.0,5.0
2299148,https://www.airbnb.com/rooms/2299148,1.0,,$55.00,6,4.33,4.33,4.33
2303288,https://www.airbnb.com/rooms/2303288,1.0,1.0,$164.00,0,,,
2304794,https://www.airbnb.com/rooms/2304794,2.0,3.0,$750.00,0,,,
2310024,https://www.airbnb.com/rooms/2310024,1.0,2.0,$175.00,35,4.56,4.56,4.65
2310634,https://www.airbnb.com/rooms/2310634,1.0,2.0,$129.00,12,4.5,4.67,4.08
2311118,https://www.airbnb.com/rooms/2311118,1.0,1.0,$99.00,0,,,
2318061,https://www.airbnb.com/rooms/2318061,3.0,3.0,$300.00,0,,,
2318394,https://www.airbnb.com/rooms/2318394,1.0,1.0,$80.00,317,4.88,4.94,4.89
2322667,https://www.airbnb.com/rooms/2322667,3.0,6.0,$345.00,23,5.0,5.0,4.96
2326028,https://www.airbnb.com/rooms/2326028,2.0,2.0,$1200.00,0,,,
2326669,https://www.airbnb.com/rooms/2326669,3.0,3.0,$885.00,1,5.0,5.0,5.0
2332927,https://www.airbnb.com/rooms/2332927,2.0,2.0,$700.00,0,,,
2336368,https://www.airbnb.com/rooms/2336368,1.0,1.0,$128.00,292,4.98,4.97,4.94
2336937,https://www.airbnb.com/rooms/2336937,3.0,3.0,$342.00,53,4.74,4.84,4.76
2337430,https://www.airbnb.com/rooms/2337430,4.0,5.0,$1500.00,0,,,
2338993,https://www.airbnb.com/rooms/2338993,3.0,5.0,$950.00,3,5.0,4.67,4.67
2339860,https://www.airbnb.com/rooms/2339860,1.0,1.0,$200.00,0,,,
2346097,https://www.airbnb.com/rooms/2346097,3.0,4.0,$400.00,2,5.0,5.0,5.0
2349447,https://www.airbnb.com/rooms/2349447,1.0,1.0,$112.00,528,4.92,4.95,4.91
2350341,https://www.airbnb.com/rooms/2350341,2.0,3.0,$475.00,0,,,
2350566,https://www.airbnb.com/rooms/2350566,1.0,1.0,$85.00,14,5.0,4.86,4.93
2352061,https://www.airbnb.com/rooms/2352061,2.0,6.0,$600.00,9,5.0,4.88,4.75
2355556,https://www.airbnb.com/rooms/2355556,3.0,3.0,$1000.00,9,4.56,4.67,4.44
2356432,https://www.airbnb.com/rooms/2356432,3.0,3.0,$2000.00,0,,,
2357048,https://www.airbnb.com/rooms/2357048,1.0,3.0,$200.00,6,4.33,4.83,4.33
2357311,https://www.airbnb.com/rooms/2357311,1.0,2.0,$193.00,129,4.98,4.98,4.92
2360031,https://www.airbnb.com/rooms/2360031,2.0,2.0,$195.00,3,5.0,5.0,4.5
2361530,https://www.airbnb.com/rooms/2361530,3.0,2.0,$750.00,0,,,
2365093,https://www.airbnb.com/rooms/2365093,2.0,2.0,$950.00,1,5.0,5.0,5.0
2367942,https://www.airbnb.com/rooms/2367942,1.0,1.0,$150.00,1,4.0,5.0,4.0
2368211,https://www.airbnb.com/rooms/2368211,2.0,3.0,$350.00,0,,,
2373871,https://www.airbnb.com/rooms/2373871,,1.0,$125.00,0,,,
2377337,https://www.airbnb.com/rooms/2377337,,1.0,$123.00,192,4.91,4.97,4.88
2380227,https://www.airbnb.com/rooms/2380227,2.0,2.0,$475.00,1,5.0,5.0,3.0
2380947,https://www.airbnb.com/rooms/2380947,4.0,5.0,$1257.00,0,,,
2381227,https://www.airbnb.com/rooms/2381227,2.0,2.0,$900.00,0,,,
2381241,https://www.airbnb.com/rooms/2381241,1.0,2.0,$267.00,0,,,
2384000,https://www.airbnb.com/rooms/2384000,,3.0,$68.00,16,5.0,5.0,5.0
2384420,https://www.airbnb.com/rooms/2384420,2.0,3.0,$900.00,1,5.0,5.0,5.0
2384692,https://www.airbnb.com/rooms/2384692,1.0,1.0,$135.00,0,,,
2386534,https://www.airbnb.com/rooms/2386534,2.0,2.0,$179.00,27,4.85,4.88,4.73
2387160,https://www.airbnb.com/rooms/2387160,5.0,5.0,$3800.00,0,,,
2389513,https://www.airbnb.com/rooms/2389513,4.0,5.0,$2000.00,0,,,
2390894,https://www.airbnb.com/rooms/2390894,2.0,2.0,$210.00,170,4.95,4.98,4.87
2391847,https://www.airbnb.com/rooms/2391847,1.0,1.0,$200.00,0,,,
2394252,https://www.airbnb.com/rooms/2394252,1.0,1.0,$333.00,0,,,
2396602,https://www.airbnb.com/rooms/2396602,2.0,2.0,$150.00,249,4.99,5.0,4.92
2405927,https://www.airbnb.com/rooms/2405927,2.0,2.0,$875.00,0,,,
2406879,https://www.airbnb.com/rooms/2406879,1.0,1.0,$72.00,19,4.74,4.79,4.74
2406891,https://www.airbnb.com/rooms/2406891,1.0,1.0,$161.00,36,4.83,4.97,4.81
2410434,https://www.airbnb.com/rooms/2410434,1.0,1.0,$850.00,0,,,
2412870,https://www.airbnb.com/rooms/2412870,3.0,3.0,$150.00,3,4.33,4.33,4.67
2416095,https://www.airbnb.com/rooms/2416095,3.0,4.0,$93.00,3,4.67,4.33,4.33
2417854,https://www.airbnb.com/rooms/2417854,1.0,1.0,$99.00,17,4.94,4.94,4.76
2418647,https://www.airbnb.com/rooms/2418647,2.0,3.0,$189.00,190,4.89,4.84,4.8
2423468,https://www.airbnb.com/rooms/2423468,2.0,2.0,$195.00,20,5.0,4.8,4.9
2424756,https://www.airbnb.com/rooms/2424756,1.0,1.0,$135.00,1,4.0,5.0,3.0
2426296,https://www.airbnb.com/rooms/2426296,4.0,2.0,$550.00,0,,,
2426713,https://www.airbnb.com/rooms/2426713,2.0,2.0,$400.00,0,,,
2426905,https://www.airbnb.com/rooms/2426905,4.0,6.0,$997.00,215,4.51,4.56,4.51
2431123,https://www.airbnb.com/rooms/2431123,2.0,1.0,$550.00,3,5.0,5.0,4.67
2432292,https://www.airbnb.com/rooms/2432292,2.0,2.0,$446.00,17,5.0,5.0,4.93
2435143,https://www.airbnb.com/rooms/2435143,1.0,1.0,$95.00,0,,,
2436403,https://www.airbnb.com/rooms/2436403,1.0,1.0,$400.00,0,,,
2436752,https://www.airbnb.com/rooms/2436752,3.0,4.0,$400.00,0,,,
2440938,https://www.airbnb.com/rooms/2440938,4.0,6.0,$1200.00,0,,,
2442377,https://www.airbnb.com/rooms/2442377,1.0,1.0,$49.00,33,4.97,5.0,4.94
2446783,https://www.airbnb.com/rooms/2446783,3.0,2.0,$179.00,9,5.0,5.0,4.89
2447244,https://www.airbnb.com/rooms/2447244,1.0,1.0,$250.00,9,5.0,5.0,4.89
